company_name,raised_amount_usd,homepage_url,short_description,current_url,facebook_url,twitter_url,linkedin_url
Avotronics Powertrain,565e3,http://www.avotronics.com,"If make frequent stops at the gas pump, then think, ""Aurtronic Transmission"".",http://www.avotronics.com,https://www.facebook.com/avotronicspower,http://twitter.com/AvotronicsPower,NA
Avra,15e4,http://avraworld.com/,Make Bitcoin Acceptance Easy for Your Business,http://avraworld.com/,https://www.facebook.com/avraworld/timeline,https://twitter.com/avraworld,NA
Aware 247,16691.0,http://www.safetydata.us/,Get the SafeRoute App,http://www.safetydata.us/,NA,https://twitter.com/aware_247,NA
Away,25e5,http://awaytravel.com,"Away.gr is an award winning Online Media Property, dedicated to covering Startup stories, reviewing new Internet products analyzing the",http://www.away.gr,http://www.facebook.com/Awaygr/5731088150,http://twitter.com/away_gr,NA
Away,25e5,http://awaytravel.com,Away is a merchant that sells luggage and other travel materials.,http://awaytravel.com,https://www.facebook.com/awayluggage,https://www.twitter.com/awayhq,NA
AwesomeBox,343e3,http://www.awesomebox.com,AwesomeBox brings together friends and family to share photos and messages custom printed into a box set of beautiful cards.,http://www.awesomebox.com,http://facebook.com/awebox,http://twitter.com/awebox,NA
Awesome Sauce Labs,5e4,http://www.awesomesaucelabs.com/,Awesome Sauce Labs develops and offers flying cameras that enable users to capture their every move.,http://www.awesomesaucelabs.com/,NA,https://twitter.com/@AS_Labs,NA
AxesNetwork,1e6,http://axesnetwork.com,AxesNetwork develops payment and security management solutions for casinos and their customers.,http://axesnetwork.com,http://www.facebook.com/AxesNetwork-Solutions-Inc/45636483,NA,http://www.linkedin.com/company/3108316
Axial Healthcare,5e4,http://axialhealthcare.com,Axial Healthcare provides a cloud-based clinical decision support platform for managing the cost and quality of patient care.,http://axialhealthcare.com,https://www.facebook.com/axialhealthcare/,http://twitter.com/AxialHealthcare,https://www.linkedin.com/company/axial-healthcare
Axonia Medical,2e6,http://www.axoniamedical.com,Axonia Medical develops technology to rebuild and restore damaged peripheral or central nervous systems from tissue-engineered nerve grafts.,http://www.axoniamedical.com,NA,NA,NA
Axxia Pharmaceuticals,3e5,NA,Axxia Pharmaceuticals provides implantable polymeric drug delivery technologies.,http://www.axxiapharma.com,NA,NA,NA
Ayannah,1e6,http://www.ayannah.com,Ayannah provides digital commerce and payment services to the unbanked in emerging markets and the unbanked migrants in OECD countries.,http://www.ayannah.com,NA,http://twitter.com/sendahph,NA
AZ Tech Beat,2e5,http://aztechbeat.com,AZ Tech Beat is Arizona’s online news source for the technology industry.,http://aztechbeat.com,http://www.facebook.com/AzTechBeat,http://twitter.com/aztechbeat,http://www.linkedin.com/company/aztechbeat
babberly,112500.0,http://babberly.com,babberly is a free location-based social application designed to connect people and help them share information instantaneously.,http://babberly.com,http://www.facebook.com/babberly,http://twitter.com/babberly,NA
Baboo,25e4,http://www.baboo.me,Baboo is focused on serving entertainment and associated consumer product brands.,http://www.baboo.me,NA,http://twitter.com/baboome,NA
"BabyJunk, Inc",2e5,http://babyjunk.com,"BabyJunk is a location-based buy, sell and trading e-commerce platform for babies' and children’s items.",http://babyjunk.com,http://www.facebook.com/BabyJunkInc,http://twitter.com/BabyJunkInc,http://www.linkedin.com/company/babyjunk-inc
BabyList,65e4,http://babyli.st,"BabyList is an online universal baby registry that enables parents discover, request and buy products for newborns.",http://babyli.st,http://www.facebook.com/BabyList,http://twitter.com/baby_list,http://www.linkedin.com/company/babylist
Babyscripts,7e5,http://www.getbabyscripts.com,An Enhanced Approach to Prenatal Care,http://www.getbabyscripts.com,https://www.facebook.com/babyscripts/timeline?ref=page_internal,https://twitter.com/Babyscripts,https://www.linkedin.com/company/1eq?trk=ppro_cprof
Baby World Language,4e5,http://www.babyworldlanguage.cn,Baby World Language is an early childhood language development service provider that helps mothers teach their kids the English language.,http://www.babyworldlanguage.cn,NA,NA,NA
Backboard,25e4,http://backboard.me,Backboard is a mobile first photo and video backup service,http://backboard.me,https://www.facebook.com/pages/Backboard/384208351784933?sk=info&tab=page_info,https://twitter.com/backboard_me,https://www.linkedin.com/company/backboard
Backchat,2e5,http://getbackchat.com,Backchat is a messaging application that allows discreet and anonymous IM communications within a group of friends.,http://getbackchat.com,https://www.facebook.com/gofooda,http://twitter.com/getbackchat,NA
Backpack,12e4,https://backpackbang.com,Backpack is a website that connects travelers and shoppers globally.,https://backpackbang.com,http://www.facebook.com/travelshopbackpack,http://twitter.com/backpack2014,http://www.linkedin.com/company/backpack
backstitch,2e4,http://backstit.ch,backstitch is an online platform that delivers corporate communications in a more personable and accessible way.,http://backstit.ch,http://www.facebook.com/backstitchapp,http://twitter.com/backstitch,http://www.linkedin.com/company/backstitch-inc
Back to the Roots,2e6,http://backtotheroots.com,Sustainable grow-at-home mushroom kits,http://backtotheroots.com,http://www.facebook.com/backtotheroots,http://twitter.com/bttrventures,https://www.linkedin.com/company/back-to-the-roots-llc
Backtrace,113e4,http://backtrace.io,The error debugging platform for native applications,http://backtrace.io,https://www.facebook.com/backtrace.io,https://twitter.com/0xCD03,https://www.linkedin.com/company/backtrace-i-o
BackTrack,479233.0,http://www.backtrackwear.com/,Backtrack is building wearable tools.,http://www.backtrackwear.com/,https://www.facebook.com/fivedollarfan,NA,NA
Backyard Brains,4e4,http://www.backyardbrains.com,Backyard Brains enables everyone to be a neuroscientist! We provide affordable neuroscience experiment kits for students of all ages to,http://www.backyardbrains.com,http://www.facebook.com/BackyardBrains,http://twitter.com/BackyardBrains,NA
Badge,11e5,http://badge.co/,Mobile Contacts and Communication for Growing Companies,http://badge.co/,NA,http://twitter.com/BadgeApp,http://www.linkedin.com/company/badge-co
Badger Maps,28e3,http://badgermapping.com,Badger is the first application that bundles all of the 'in-a-perfect-world' capabilities into one field sales tool.,http://badgermapping.com,http://www.facebook.com/BadgerMaps,http://twitter.com/BadgerMaps,http://www.linkedin.com/company/badger-mapping-solutions
Bagaveev Corporation,12e4,http://bagaveev.com,"Bagaveev Corporation is a startup backed by Adam Draper's Boost accelerator (boost.vc) and advised by Tim Draper (dfj.com) is designing,",http://bagaveev.com,NA,NA,NA
Balanced,17e5,http://www.balancedpayments.com,"Balanced is a payment system allowing marketplaces to charge cards, escrow funds, deposit via ACH direct, and collect fees.",http://www.balancedpayments.com,http://www.facebook.com/balancedpayments,http://twitter.com/balanced,http://www.linkedin.com/company/balanced
Ballooning Nest Eggs,6e4,http://www.ballooningnesteggs.com,Patented & 1st monetary gifting platform for Millennial parents to corral friends & family to pitch in & grow their kids’ long-term wealth.,http://www.ballooningnesteggs.com,http://www.facebook.com/ballooningnesteggs,http://twitter.com/balloonnesteggs,NA
Baloonr,55e3,http://baloonr.com,Remove bias from group work and decision-making.,http://baloonr.com,https://www.facebook.com/takeoffatbaloonr,http://twitter.com/Baloonr,https://www.linkedin.com/company/baloonr
Bamboostr,2e4,http://bamboostr.com,Social Media Managment Tool for people without experience,http://bamboostr.com,http://facebook.com/bamboostr,http://twitter.com/bamboostr,NA
BandAndMe,82500.0,http://bandandme.com,BandAndMe is a mobile app that lets fans share in the music journeys of their favorite bands.,http://bandandme.com,https://www.facebook.com/bandandmeapp,NA,NA
Band Industries,25e3,http://bandindustries.com,"Building the next generation musician’s toolkit. Roadie -the company's first product- is a simple, fast, accurate automatic guitar tuner.",http://bandindustries.com,https://www.facebook.com/roadietuner,NA,NA
Bandwagon,3e5,http://www.bandwagon.io,Bandwagon facilitates taxi sharing.,http://www.bandwagon.io,http://www.facebook.com/bandwagon.io,http://twitter.com/hibandwagon,http://www.linkedin.com/company/814056
Bannerman,12e4,http://getbannerman.com,Scheduled & Same Day Security Guards,http://bannerman.com,http://www.facebook.com/bannerman,http://twitter.com/getbannerman,NA
Banter!,22500.0,http://www.thebanterapp.com,"Real-time pulse on nearby nightlife activities - happy hours, live music, food trucks and more! Available in San Francisco.",http://www.thebanterapp.com,http://www.facebook.com/TheBanterApp,http://twitter.com/thebanterapp,http://www.linkedin.com/company/3557174
Banyan,72e3,http://banyan.co/,Collaborative social experiences,http://www.banyan.io/,https://www.facebook.com/banyanllc,http://twitter.com/banyanio,NA
Banyan,72e3,http://banyan.co/,Banyan provides SaaS-based cloud computing services.,http://banyan.co/,NA,http://twitter.com/getbanyan,NA
Banyan,72e3,http://banyan.co/,Banyan provides network visibility and security controls for microservice and hybrid cloud environments.,https://banyanops.com/,NA,https://twitter.com/banyanops,https://www.linkedin.com/company/6416732
Banza,13e5,http://www.eatbanza.com/,Banza is a food manufacturer that focuses on producing pasta products.,http://www.eatbanza.com/,https://www.facebook.com/EatBanza/,https://twitter.com/eatbanza,NA
Baobab,4e4,http://baobabtruck.wix.com/baobab,"Baobab is a one-stop service for rental of educational and entertainment products for children, including books, toys, e-books, movies and",http://baobabtruck.wix.com/baobab,https://www.facebook.com/wix,http://twitter.com/BaobabTruck,NA
BareedEE,2e4,http://bareedee.co/,BareedEE is attempting to improve postal services in the Middle East.,http://bareedee.co/,http://www.facebook.com/bareedE,http://twitter.com/bareede,http://www.linkedin.com/company/bareedee
Barefoot Networks,1353678.0,http://www.barefootnetworks.com,Barefoot Networks sells ultrafast chips for switching systems.,http://www.barefootnetworks.com,http://facebook.com/barefootnetworks,http://twitter.com/barefootnetwork,http://www.linkedin.com/company/barefoot-networks
Baremetrics,5e5,https://baremetrics.io,Subscription Analytics and Insights,https://baremetrics.com,http://www.facebook.com/Baremetrics,http://twitter.com/Baremetrics,http://www.linkedin.com/company/baremetrics
Bare Tree Media,2e4,http://baretreemedia.com,Bare Tree Media enables digital engagement between brands and fans through interactive entertainment offerings on mobile/online platforms.,http://baretreemedia.com,NA,NA,NA
BarEye,377500.0,http://www.bareye.com,"BarEye is a digital way to buy drinks. Buy, send and receive drinks from your favorite local bars, straight from your phone.",http://www.bareye.com,http://www.facebook.com/pages/BarEye-The-Social-Nightlife-App/17,http://twitter.com/bareye,NA
BarkBox,17e5,http://barkbox.com,Barkbox is a subscription-based e-commerce and content company for dog lovers.,http://barkbox.com,http://www.facebook.com/getbarkbox,http://twitter.com/barkbox,http://www.linkedin.com/company/bark-&-co-
Barkly,45e5,http://www.barklyprotects.com/,Barkly is the leader in runtime malware defense,http://www.barkly.com/,NA,http://twitter.com/BarklyProtects,https://www.linkedin.com/company/5213200
Barkly,45e5,http://www.barklyprotects.com/,"Barkly finds professional, background-checked, and highly trained dog walkers in your neighborhood.",http://www.barkly.us,https://www.facebook.com/barklyapp,https://www.twitter.com/barklyapp,https://www.linkedin.com/company/10214969?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10214969%2Cidx%3A2-3-4%2CtarId%3A1474128612715%2Ctas%3Abarkly
Baro,100750.0,http://www.getbaro.com,On-demand renting of tech items.,http://www.getbaro.com,http://facebook.com/baro,http://twitter.com/getbaro,http://linkedin.com/company/mootch
BaseVenture,248e4,https://www.baseventure.com/,BaseVenture is the leading SaaS provider of Digital Fund Management. We are transforming the way private funds are managed from end to end.,https://www.baseventure.com/,NA,http://twitter.com/baseventure,http://www.linkedin.com/company/base-venture
Bass Manager,25e4,http://bassmanager.com,We created this application because we love Bass Fishing and decided that it was time to help ourselves become absolute masters of our,http://bassmanager.com,http://www.facebook.com/teambassmanager,http://twitter.com/TeamBassManager,NA
Batch Inc,25e3,https://www.batchinc.com,The easier way to send and share solutions with your clients,https://www.batchinc.com,https://www.facebook.com/batchinc,https://twitter.com/batchincllc,https://www.linkedin.com/company/batchinc
Baton,11e4,http://batonapp.com,"Baton enables users to capture, share, and organize important information and thoughts.",http://batonapp.com,https://www.facebook.com/nextbitsys,http://twitter.com/BatonApp,NA
Baton,11e4,http://batonapp.com,Baton enables care teams to collaborate in real time.,http://www.batonmed.com,NA,https://twitter.com/batonhandoff,https://www.linkedin.com/company/baton-handoff
Baton,11e4,http://www.batonmed.com,"Baton enables users to capture, share, and organize important information and thoughts.",http://batonapp.com,https://www.facebook.com/nextbitsys,http://twitter.com/BatonApp,NA
Baton,11e4,http://www.batonmed.com,Baton enables care teams to collaborate in real time.,http://www.batonmed.com,NA,https://twitter.com/batonhandoff,https://www.linkedin.com/company/baton-handoff
BATTERIES & BANDS,5e5,http://precisiontimeco.com,"Batteries and Bands, doing business as Precision Time, Inc., owns and operates a network of watch stores and service centers in the U.S.",http://precisiontimeco.com,https://www.facebook.com/precisiontimewatches,http://twitter.com/PrecisionTime,NA
Batterii,165e4,http://www.batterii.com,The world's only tool designed for cross-functional teams to collaborate through the front end of the design process.,http://www.batterii.com,http://www.facebook.com/Batterii,http://twitter.com/Batterii,http://www.linkedin.com/company/batterii
Battlefy,165e4,http://battlefy.com,Battlefy is a platform to host and manage eSports tournaments and leagues.,http://battlefy.com,http://www.facebook.com/Battlefy,http://twitter.com/Battlefy,http://www.linkedin.com/company/2931856
Batu Biologics,1e6,http://www.batubiologics.com/,Batu Biologics is a preclinical biopharmaceutical company focusing on developing and commercializing,http://www.batubiologics.com/,https://www.facebook.com/BatuBiologics/timeline?ref=page_internal,https://twitter.com/batubiologics,NA
Bayes Impact,12e4,http://www.bayesimpact.org,Bayes Impact is an organization that deploys data science teams on solving big social impact challenges.,http://www.bayesimpact.org,http://www.facebook.com/bayesimpact,http://twitter.com/bayesimpact,http://www.linkedin.com/company/bayes-impact
BaziFIT,25e3,http://bazifit.com/,"BaziFIT’s goal is to develop the most accurate, all-encompassing, wearable biometrics device in the world.",http://bazifit.com/,https://www.facebook.com/BaziFitness,https://twitter.com/bazifitness,https://www.linkedin.com/company/bazi-fitness-innovation-technologies
BBL Enterprises,104e4,http://bubbleprotection.com,BBL Enterprises provides protection and indemnity products for online poker tournament players worldwide.,http://bubbleprotection.com,http://www.facebook.com/pages/BubbleProtectioncom/36537063351142,http://twitter.com/BubbleProtect,http://www.linkedin.com/company/bubble-protection-llc
BCD Semiconductor Manufacturing Limited,7e5,http://bcdsemi.com,BCD Semiconductor manufacturing is a distributor and marketer of analog and mixed signal interface circuits.,http://bcdsemi.com,https://www.facebook.com/diodesinc,NA,https://www.linkedin.com/company/bcd-semiconductor
BCKSTGR,195e4,http://bckstgr.com,"BCKSTGR, an authenic way to engage and influence today's digitally connected consumers through virtual currency, rewards, and gamification.",http://bckstgr.com,http://www.facebook.com/BCKSTGR,http://twitter.com/bckstgr,NA
bContext,1e5,http://www.bcontext.com,"bContext transforms hand-written notations, audio, and video narrative to static documents via tablets.",http://www.bcontext.com,http://www.facebook.com/bcontext,http://twitter.com/bcontext,NA
"BDEX, LLC",17e5,http://www.bdex.com/,"BDEX is a market-driven exchange platform combining the functionality, data and reach of a traditional DMP in a true marketplace environment",http://www.bdex.com/,http://facebook.com/BigDataExchange,http://twitter.com/BDEX,https://www.linkedin.com/company/big-data-exchange?trk=top_nav_home
BDS Analytics,15e5,http://www.bdsanalytics.com/,BDS Analytics is the indispensable source for cannabis industry data and insight.,http://www.bdsanalytics.com/,https://www.facebook.com/BDSAnalytics,https://twitter.com/bdsanalytics,https://www.linkedin.com/company/bds-analytics
Beagle Bioproducts,38e4,http://beaglebioproducts.com,Beagle Bioproduct markets cyanobacterial toxins for research applications and for the monitoring and mitigation of harmful algal blooms.,http://beaglebioproducts.com,http://www.facebook.com/BeagleBioproductsInc,http://twitter.com/BeagleBio,http://www.linkedin.com/company/beagle-bioproducts-inc-
Beagle Inc.,3e5,http://www.beagle.ai,"Beagle utilizes artificial intelligence technologies to read contracts, highlight key information, and provide immediate understanding.",http://www.beagle.ai,https://www.facebook.com/beagleinc/,https://twitter.com/beagleinc,https://www.linkedin.com/company/beagle-inc-
Beamm,15e4,http://www.beamm.me,"We build simple, smart and secure small business commerce systems.",http://www.beamm.me,http://www.facebook.com/beammapp,http://twitter.com/beammapp,https://www.linkedin.com/company/beamm-inc-
Beam Messenger,45e4,http://www.beammessenger.com,"See your friends type, and respond in real time. A new fun way to talk!",http://www.beammessenger.com,http://www.facebook.com/pages/BeamMessenger/1482148208695662,http://twitter.com/Beam_Messenger,NA
BeanJockey,4e4,http://beanjockey.com,"BeanJockey is a powerful financial web application that determines the best way to repay and optimize debt repayment of student loans,",http://beanjockey.com,https://www.facebook.com/beanjockey,http://twitter.com/BeanJockey,NA
Bearch,793333.3333333334,http://www.getbearch.com/,"An Austin, TX based software development company specializing in consumer collaboration applications.",http://www.getbearch.com/,NA,http://www.twitter.com/unseenapp,http://www.linkedin.com/company/bearch-inc-
Beartooth,89e4,http://www.beartooth.com,Beartooth connects iOS devices without cellular or WiFi networks,http://www.beartooth.com,http://www.facebook.com/beartoothradio,http://twitter.com/Beartooth,http://www.linkedin.com/company/beartooth-radio-inc
BEAT BioTherapeutics,25e5,http://beatbiotherapeutics.com,BEAT BioTherapeutics develops novel therapies for heart diseases.,http://beatbiotherapeutics.com,NA,NA,NA
BeatBox Beverages,1e6,http://www.beatboxbeverages.com/,BeatBox Beverages was founded with the belief that boxed wine doesn’t have to be boring.,http://www.beatboxbeverages.com/,https://www.facebook.com/beatboxbeverages,http://twitter.com/BeatboxBevs,http://www.linkedin.com/company/beatbox-beverages-llc
Beatrobo,6e5,http://corp.beatrobo.com,Beatrobo is a social music player that allows its users to collect and share music and videos from the web.,http://corp.beatrobo.com,http://ja-jp.facebook.com/Beatrobo,http://twitter.com/beatrobo,http://www.linkedin.com/company/beatrobo
BeauCoo,1e5,http://www.beaucoo.com,BeauCoo offers a website and app that allows women to share shopping and styling tips with other women of the same proportions.,http://www.beaucoo.com,http://www.facebook.com/beaucoo,http://twitter.com/beaucoo,http://www.linkedin.com/company/beaucoo
Beautified,12e5,http://www.getbeautified.com,Beautified is a new way to book last minute beauty & wellness appointments. Download the iOS app and book treatments in minutes.,http://www.getbeautified.com,http://www.facebook.com/BeautifiedApp,http://twitter.com/beautifiedapp,http://www.linkedin.com/company/beautified
BeautyBooked,775e3,http://www.beautybooked.com,BeautyBooked provides users with 24/7 access to top salons and spas.,http://www.beautybooked.com,http://www.facebook.com/beautybooked,http://twitter.com/beautybooked,https://www.linkedin.com/company/5363593
BeautyCon,2e6,http://www.beautycon.com/,BeautyCon is a website for all things beauty and fashion.,http://www.beautycon.com/,http://www.facebook.com/BeautyCon,http://twitter.com/BeautyConTweets,http://www.linkedin.com/company/beautycon
Beauty Noted,22e5,http://www.beautynoted.com,"Beauty Noted, Inc. is based in Menlo Park, California",http://www.beautynoted.com,http://www.facebook.com/BeautyNoted,http://twitter.com/BeautyNoted,NA
BeckerSmith Medical,5e4,http://www.beckersmithmedical.com/,"BeckerSmith Medical has transformed the old CSF drain into a safe new, fully-automated, programmable Drainage.",http://www.beckersmithmedical.com/,http://www.facebook.com/BeckerSmith-Medical/1573011006256573,NA,http://www.linkedin.com/company/beckersmith-medical-inc-
BeckonCall,3e5,http://BeckonCall.com,Intelligent on-call mobile messaging,http://beckoncall.com,https://www.facebook.com/1442244532723533,http://twitter.com/BeckonCall,NA
Bee Cave Games,16e5,http://www.beecavegames.com,"Bee Cave Games develops social and mobile games for the web, Facebook, and iOS and Android gaming platforms.",http://www.beecavegames.com,http://www.facebook.com/BeeCaveGames,http://twitter.com/BeeCaveGames,http://www.linkedin.com/company/bee-cave-games
BeehiveID,35e3,http://www.beehiveid.com,Prevent Online Fraud BEFORE it Happens - TechStars '13,http://www.beehiveid.com,http://www.facebook.com/beehiveID,http://twitter.com/BeehiveID,http://www.linkedin.com/company/beehive-biometrics
Beekeeper Data,29e4,http://www.beekeeperdata.com,Beekeeper Data aims to give companies easy access to their big data.,http://www.beekeeperdata.com,https://www.facebook.com/beekeeperdata,http://twitter.com/beekeeperdata,http://www.linkedin.com/company/3792270
Beekly,2e4,http://www.hibeek.com/,Beekly helps businesses gain more customers by providing them with innovative social mobile marketing solutions.,http://www.hibeek.com/,http://www.facebook.com/hibeekinc,NA,NA
Beeminder,25e3,http://www.beeminder.com,Beeminder offers a motivational tool with a self-tracking system that employs monetary incentives to help users stick to their goals.,http://www.beeminder.com,http://www.facebook.com/Beeminder,http://twitter.com/bmndr,NA
Beepi,125e4,http://www.beepi.com,Beepi is a p2p used car marketplace where customers can buy or sell cars online.,http://beepi.com,http://www.facebook.com/beepihq,http://twitter.com/beepi,https://www.linkedin.com/company/beepi
Beep Networks,2e6,http://www.beepnetworks.com,Beep Networks develops and offers cloud-connected wireless sensors.,http://www.beepnetworks.com,NA,NA,https://www.linkedin.com/company/beep-inc-
Behavio,355e3,http://behav.io,"Behavio develops software and services that allow mobile devices to sense, understand, and react to human behavior and context.",http://behav.io,NA,http://twitter.com/behavio,NA
Be Heard LLC,28e4,http://www.voicetheapp.com/,Be Heard has the sole purpose of making Voice a reality and bringing similar products to market following it.,http://www.voicetheapp.com/,http://www.facebook.com/voicetheapp,http://twitter.com/voicetheapp,NA
BeHome247,1666340.0,http://behome247.com,"BeHome247 is a home automation and vacation rental solution offering remote access, management, and property control systems.",http://behome247.com,https://www.facebook.com/behome247,http://twitter.com/BeHome247,NA
Bellabeat,45e5,http://www.bellabeat.com,"A company that creates beautiful, innovative products that help women easily track their overall health and wellness.",http://www.bellabeat.com,http://www.facebook.com/bellabeat,http://twitter.com/GetBellaBeat,http://www.linkedin.com/company/babywatch
Bell Biosystems,15e5,http://bellbiosystems.com,"Bell Biosystems, a research-stage biotechnology company, develops tools that accelerate innovations in oncology and cell therapy research.",http://bellbiosystems.com,http://www.facebook.com/BellBiosystems,http://twitter.com/BellBiosystems,http://www.linkedin.com/company/bell-biosystems
Bellbrook Labs,187291.0,http://bellbrooklabs.com,Bellbrook Labs is a research and development company focusing on advancing drug discovery for human health therapies.,http://bellbrooklabs.com,http://www.facebook.com/bellbrooklabs,http://twitter.com/BellBrookLabs,NA
Bellhops,6e5,http://www.getbellhops.com,Bellhops is an on-demand moving help platform that provides efficient and affordable moving help on your schedule.,http://www.getbellhops.com,http://www.facebook.com/CampusBellhops,http://twitter.com/bellhopnation,http://www.linkedin.com/company/2733884
Beme,2e6,https://itunes.apple.com/us/app/beme-share-video.-honestly./id1005178547/?mt=8,Beme is a video sharing platform that allows its users to share their personal experiences.,https://beme.com/,https://www.facebook.com/officialbeme/,https://twitter.com/bemeapp,https://www.linkedin.com/company/10058271?trk=prof-exp-company-name
BeMo,1e5,http://bemopro.com/,"BeMo offers a fast, global network to serve your business.",http://bemopro.com/,http://www.facebook.com/bemopro,http://twitter.com/bemopro,http://www.linkedin.com/company/bemo-llc
Bench,2e6,http://bench.co,"Bench is the online bookkeeping service that pairs you with a dedicated bookkeeping team and simple, elegant software to balance your books.",http://bench.co,http://www.facebook.com/BenchAccounting,http://twitter.com/Bench,http://www.linkedin.com/company/bench-accounting
Benchling,9e5,http://benchling.com,Benchling makes life science research faster and more collaborative.,http://benchling.com,http://www.facebook.com/benchling,http://twitter.com/benchling,http://www.linkedin.com/company/3769390
Benefit Resource,25e4,http://www.benefitresource.com,Benefit Resource is a provider of Consumer Directed Health Plans and Employee Benefits from Flexible Spending Accounts & Health Savings.,http://www.benefitresource.com,https://www.facebook.com/benefitresourceinc,https://twitter.com/beniversal,https://bg.linkedin.com/company/benefit-resource-inc-
Benefitter,1e5,http://www.benefitter.com,Benefitter is a SaaS-based platform providing employers with solutions for employee health coverage.,http://www.benefitter.com,http://www.facebook.com/pages/Benefitter/132427993592384,http://twitter.com/BenefitterHQ,http://www.linkedin.com/company/benefitter
Benefunder,15e4,http://benefunder.org/,The marketplace for research funding,http://benefunder.org/,https://www.facebook.com/benefunder,https://twitter.com/@benefundit,NA
BeneStream,158e4,http://benestream.com,"BeneStream, a SaaS-based company, provides medical aid solutions that help employers make choices in complying with the Affordable Care Act.",http://benestream.com,https://www.facebook.com/BeneStream,http://twitter.com/BeneStream,http://www.linkedin.com/company/benestream
Benjamin's Desk,15e4,http://www.BenjaminsDesk.com,Benjamin's Desk is a next-generation business incubation engine and shared workspace network.,http://www.benjaminsdesk.com,http://www.facebook.com/BenjaminsDesk,http://twitter.com/BenjaminsDesk,https://www.linkedin.com/company/benjamin%27s-desk?trk=biz-companies-cym
"benobe, LLC",2e4,http://www.benobe.com,Benobe is an application suite that targets on the process of career awareness and investigation for high school students.,http://www.benobe.com,https://www.facebook.com/benobecareer,https://twitter.com/benobecareer,https://www.linkedin.com/company/benobe-llc
Be-novative,4e5,http://www.be-novative.com,"Innovation Management SaaS and mobile app that makes creative processes efficient, fun & engaging for crowds",http://www.be-novative.com,http://www.facebook.com/benovative,http://twitter.com/benovative,http://www.linkedin.com/company/be-novative
Benson Hill Biosystems,5e4,http://www.bensonhillbio.com,Benson Hill Biosystems is an agricultural biotechnology company focused on the development of traits to increase intrinsic crop yield.,http://www.bensonhillbio.com,NA,NA,NA
Bento,2e6,http://www.bentoforbusiness.com/,The Best Online Coding Curriculum,https://www.bento.io/,https://www.facebook.com/tools,NA,NA
Bento,2e6,http://www.bentoforbusiness.com/,Bento offers businesses with a service that supports them in designing their projects.,http://www.usebento.com/,https://www.facebook.com/usebento,https://twitter.com/usebento,NA
Bento,2e6,http://www.bentoforbusiness.com/,"Delicious Asian food, delivered.",https://bentonow.com/,http://facebook.com/bento,https://twitter.com/bento,NA
Bento,2e6,http://www.bentoforbusiness.com/,"Bento is a robo / bionic investment advisor providing unconflicted, custom-built, ETF-only portfolios at a fraction of the cost.",http://www.bento.cloud,https://www.facebook.com/bentoinvesting,https://www.twitter.com/bentoinvesting,NA
Bento,2e6,https://bentonow.com/,The Best Online Coding Curriculum,https://www.bento.io/,https://www.facebook.com/tools,NA,NA
Bento,2e6,https://bentonow.com/,Bento offers businesses with a service that supports them in designing their projects.,http://www.usebento.com/,https://www.facebook.com/usebento,https://twitter.com/usebento,NA
Bento,2e6,https://bentonow.com/,"Delicious Asian food, delivered.",https://bentonow.com/,http://facebook.com/bento,https://twitter.com/bento,NA
Bento,2e6,https://bentonow.com/,"Bento is a robo / bionic investment advisor providing unconflicted, custom-built, ETF-only portfolios at a fraction of the cost.",http://www.bento.cloud,https://www.facebook.com/bentoinvesting,https://www.twitter.com/bentoinvesting,NA
BentoBox,12e5,http://getbento.com/,BentoBox puts restaurants online,http://getbento.com/,https://www.facebook.com/BentoBoxNYC/,https://twitter.com/bentoboxnyc,https://www.linkedin.com/company/bentobox
Bento Labs,2e6,http://www.bentoapp.com/,Bento is an Intelligent Homescreen for Android that knows what you need and when you need it.,http://www.bentoapp.com/,https://www.facebook.com/BentoApp,https://twitter.com/bentoapp,NA
BeON Home,15e5,http://beonhome.com,Beon Home is a home lighting app that is designed for lighting and controlling the house.,http://beonhome.com,https://www.facebook.com/beonhome,http://twitter.com/Nusocket,https://www.linkedin.com/company/3044515
Berkley Networks,28e4,http://inmarkit.com,Berkley Networks provides online shopping solutions for customers to write comments about products and services.,http://inmarkit.com,http://www.facebook.com/pages/InMarkit/298350613598209,http://twitter.com/InMarkit,NA
Bernard Health,19e5,http://bernardhealth.com,Bernard Health provides expert advice about health insurance to individuals and companies.,http://bernardhealth.com,https://www.facebook.com/bernardhealth,http://twitter.com/BernardHealth,https://www.linkedin.com/company/889847
"Besomebody, Inc.",1e6,http://besomebody.co/,Besomebody is a global platform that connects people based on shared passions.,http://besomebody.com/,http://www.facebook.com/thebesomebodymovement,http://twitter.com/besomebodyblog,http://www.linkedin.com/company/-besomebody-
Bespoke Global,9e5,http://www.bespokeglobal.com,Bespoke Global is a global e-commerce brand for made-to-order luxury home and lifestyle products.,http://www.bespokeglobal.com,http://www.facebook.com/BespokeGlobal,http://twitter.com/BespokeGlobal,http://www.linkedin.com/company/bespoke-global
Bespoke Post,85e4,http://bespokepost.com,Bespoke Post is a lifestyle subscription club for men that uses a subscription-based “box of the month” model.,http://bespokepost.com,http://www.facebook.com/bespokepost,http://twitter.com/bespokepost,http://www.linkedin.com/company/bespoke-post
